DATAFLOW,FREQ: Frequency,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1991,1153,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1992,1172,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1993,1174,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1994,1221,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1995,1253,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1996,1294,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1997,1320,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1998,1346,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,1999,1385,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2000,1409,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2001,1413,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2002,1428,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2003,1502,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2004,1582,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2005,1609,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2006,1642,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2007,1715,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2008,1737,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2009,1743,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2010,1725,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2011,1769,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2012,1814,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2013,1838,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2014,1890,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2015,1890,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2016,1978,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2017,2060,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2018,2109,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2019,2145,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2020,2148,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2021,2158,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07003: Flaxweiler,2022,2154,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1821,663,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1851,940,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1871,998,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1880,996,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1890,970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1900,1019,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1910,1042,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1922,1041,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1930,1030,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1935,1010,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1947,1060,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1960,1484,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1970,2295,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1978,2911,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1979,2986,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1981,3023,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1983,2990,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1984,2960,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1985,2930,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1986,2960,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1987,2970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1988,2990,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1989,2951,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1990,3028,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1991,2963,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1992,2977,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1993,2947,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1994,2962,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1995,2974,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1996,2980,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1997,3002,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1998,2936,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,1999,2987,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2000,2990,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2001,3002,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2002,3001,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2003,2955,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2004,2963,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2005,2986,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2006,3095,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2007,3102,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2008,3123,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2009,3131,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2010,3092,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2011,3097,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2012,3126,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2013,3167,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2014,3250,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2015,3337,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2016,3448,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2017,3673,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2018,3839,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2019,3884,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2020,4038,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2021,4116,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09007: Kopstal,2022,4185,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1821,932,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1851,1354,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1871,1358,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1880,1234,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1890,1100,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1900,1161,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1910,1153,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1922,1211,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1930,1264,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1935,1221,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1947,1137,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1960,1167,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1970,1342,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1978,1575,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1979,1601,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1981,1688,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1983,1760,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1984,1770,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1985,1780,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1986,1820,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1987,1850,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1988,1895,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1989,1956,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1990,2037,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1991,2053,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1992,2105,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1993,2113,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1994,2140,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1995,2266,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1996,2336,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1997,2473,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1998,2588,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,1999,2661,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2000,2817,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2001,2878,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2002,2919,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2003,2989,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2004,3053,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2005,3183,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2006,3240,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2007,3330,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2008,3462,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2009,3641,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2010,3722,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2011,3750,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2012,3780,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2013,3884,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2014,4023,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2015,4104,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2016,4344,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2017,4557,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2018,4612,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2019,4682,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2020,4746,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2021,4769,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10005: Frisange,2022,4799,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1821,578,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1851,945,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1871,928,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1880,950,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1890,946,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1900,842,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1910,775,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1922,806,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1930,779,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1935,754,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1947,722,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1960,801,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1970,1052,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1978,1342,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1979,1396,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1981,1406,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1983,1430,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1984,1450,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1985,1460,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1986,1460,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1987,1490,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1988,1495,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1989,1517,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1990,1517,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1991,1556,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1992,1602,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1993,1660,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1994,1656,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1995,1662,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1996,1691,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1997,1686,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1998,1707,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,1999,1730,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2000,1730,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2001,1700,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2002,1718,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2003,1763,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2004,1835,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2005,1910,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2006,1946,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2007,2000,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2008,2025,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2009,2059,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2010,2054,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2011,2138,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2012,2180,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2013,2179,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2014,2245,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2015,2297,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2016,2304,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2017,2397,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2018,2449,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2019,2511,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2020,2594,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2021,2634,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10010: Reckange-sur-Mess,2022,2680,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1821,458,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1851,578,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1871,673,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1880,621,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1890,638,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1900,678,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1910,644,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1922,648,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1930,641,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1935,608,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1947,572,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1960,680,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1970,935,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1978,1147,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1979,1172,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1981,1176,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1983,1180,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1984,1220,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1985,1240,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1986,1250,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1987,1260,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1988,1257,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1989,1304,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1990,1332,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1991,1385,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1992,1413,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1993,1453,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1994,1470,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1995,1539,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1996,1571,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1997,1598,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1998,1615,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,1999,1630,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2000,1648,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2001,1711,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2002,1803,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2003,1823,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2004,1846,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2005,1880,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2006,1853,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2007,1883,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2008,1856,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2009,1888,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2010,1948,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2011,1919,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2012,1991,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2013,2006,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2014,2065,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2015,2108,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2016,2115,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2017,2175,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2018,2218,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2019,2187,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2020,2192,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2021,2238,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12002: Colmar-Berg,2022,2269,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1821,9851,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1851,14763,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1871,16465,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1880,16205,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1890,15527,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1900,15771,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1910,16435,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1922,15807,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1930,15186,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1935,15096,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1947,13405,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1960,11458,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1970,10543,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1978,9871,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1979,9833,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1981,9880,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1983,9940,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1984,9970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1985,10010,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1986,10000,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT01: Canton Clervaux,1987,10160,,,,,,0: Zero
